reseller,0.7832010188968435,1,1581975692094,1581975694852,4243.0,1485.0
reseller,0.737755858733585,1,1581975692098,1581975694875,4242.5,1475.0
reseller,0.261172869682036,1,1581975692108,1581975694852,4239.333333333333,1479.6666666666667
reseller,0.7548170047953188,2,1581975695177,1581975695188,3969.75,1897.25
reseller,0.7462101782540452,3,1581975695848,1581975695861,3674.0,2013.4
reseller,0.6007381635629405,1,1581975695165,1581975695184,3591.1666666666665,2204.1666666666665
reseller,0.2074805224392372,1,1581975694449,1581975695005,3634.5714285714284,2366.285714285714
reseller,0.1619683996981387,1,1581975695819,1581975695835,3496.0,2384.25
reseller,0.4566425856901304,1,1581975696423,1581975696431,3543.0,2553.8888888888887
reseller,0.3054387964687578,1,1581975697172,1581975697189,3505.7,2613.8
reseller,0.5079461890775384,1,1581975696034,1581975696063,3578.909090909091,2765.4545454545455
reseller,0.973018063501463,1,1581975697838,1581975697844,3489.6666666666665,2743.5
reseller,0.7183888733978725,1,1581975697436,1581975697444,3445.076923076923,2755.6923076923076
reseller,0.2679590308807973,1,1581975696762,1581975696772,3455.1428571428573,2814.285714285714
reseller,0.43996833762440146,1,1581975697767,1581975697778,3396.9333333333334,2798.0666666666666
reseller,0.46305238975724927,2,1581975697050,1581975697058,3390.8125,2828.875
reseller,0.2535249728982789,1,1581975699580,1581975699587,3354.0588235294117,2824.764705882353
reseller,0.16478977196209965,1,1581975699820,1581975699826,3308.0555555555557,2807.8333333333335
reseller,0.22660400479994258,1,1581975698945,1581975698951,3312.9473684210525,2838.7368421052633
reseller,0.4041376740471405,1,1581975699217,1581975699223,3303.75,2852.95
reseller,0.44171651294642805,2,1581975699914,1581975699920,3262.2380952380954,2832.6190476190477
reseller,0.048470308399559014,1,1581975698007,1581975698018,3311.318181818182,2900.7272727272725
reseller,0.555461356986693,1,1581975698267,1581975698273,3344.9565217391305,2951.9565217391305
reseller,0.22891950160303332,2,1581975699201,1581975699206,3336.875,2960.0416666666665
reseller,0.4242601502824901,1,1581975698419,1581975698428,3360.72,2998.6
reseller,0.27675482584463273,3,1581975701963,1581975701973,3323.230769230769,2974.653846153846
reseller,0.47120809358595933,2,1581975701641,1581975701646,3300.4444444444443,2964.5925925925926
reseller,0.7078030354562975,1,1581975700944,1581975700951,3304.3571428571427,2980.25
reseller,0.8256048716937759,1,1581975701628,1581975701634,3284.4137931034484,2971.2758620689656
reseller,0.4416292934708639,1,1581975700282,1581975700287,3310.6666666666665,3007.8
reseller,0.6452175183297326,1,1581975701043,1581975701049,3310.7096774193546,3017.4193548387098
reseller,0.27792809580995026,1,1581975703535,1581975703539,3295.3125,3011.0625
reseller,0.448641591903421,1,1581975703731,1581975703737,3274.909090909091,2999.090909090909
reseller,0.6426019364890405,1,1581975702733,1581975702738,3285.0588235294117,3017.205882352941
reseller,0.8227433745794879,1,1581975702434,1581975702441,3303.2,3042.8
reseller,0.7588964225155548,1,1581975702260,1581975702267,3325.1944444444443,3071.8333333333335
reseller,0.9498415781001979,1,1581975703208,1581975703222,3320.3783783783783,3073.4864864864867
reseller,0.4890129971907169,1,1581975703435,1581975703445,3309.8947368421054,3069.2368421052633
reseller,0.009998592645784288,1,1581975702854,1581975702864,3314.846153846154,3080.102564102564
reseller,0.3502663142396002,1,1581975704589,1581975704594,3326.15,3097.15
reseller,0.8504108937336706,1,1581975705237,1581975705241,3321.0975609756097,3097.5853658536585
reseller,0.5063813516605159,1,1581975704465,1581975704472,3334.6666666666665,3116.309523809524
reseller,0.20632229412702974,1,1581975705184,1581975705189,3330.8837209302324,3117.4883720930234
reseller,0.8576588654731534,1,1581975704055,1581975704061,3352.9772727272725,3144.2954545454545
reseller,0.8827334605167867,1,1581975705827,1581975705835,3334.711111111111,3130.488888888889
reseller,0.039407756029438246,1,1581975705351,1581975705355,3327.608695652174,3127.7391304347825
reseller,0.23110028858021026,1,1581975704130,1581975704135,3346.808510638298,3151.0851063829787
reseller,0.8513540217115015,1,1581975704757,1581975704762,3352.1458333333335,3160.3958333333335
reseller,0.08510304616590292,1,1581975705729,1581975705734,3337.4285714285716,3149.4897959183672
reseller,0.7454829650045158,1,1581975706449,1581975706454,3348.88,3164.6
reseller,0.7540823149570062,1,1581975707092,1581975707097,3347.274509803922,3166.5098039215686
reseller,0.3357577849987376,2,1581975707513,1581975707518,3337.6346153846152,3160.25
reseller,0.35975307291705105,1,1581975707812,1581975707818,3322.7169811320755,3148.566037735849
reseller,0.9175691959202597,1,1581975706496,1581975706501,3332.722222222222,3161.703703703704
reseller,0.9484197319825087,1,1581975707110,1581975707115,3331.2545454545457,3163.2545454545457
reseller,0.4257374030721217,1,1581975706752,1581975706756,3336.2321428571427,3171.160714285714
reseller,0.6511988718568579,1,1581975707552,1581975707561,3327.0175438596493,3164.684210526316
reseller,0.5319784865264134,1,1581975708786,1581975708792,3327.844827586207,3168.206896551724
reseller,0.402065168652303,1,1581975709485,1581975709489,3316.7966101694915,3159.7966101694915
reseller,0.19628590664305645,1,1581975709642,1581975709647,3303.5666666666666,3149.1
reseller,0.434801375779168,1,1581975709059,1581975709064,3300.3278688524592,3148.311475409836
reseller,0.04106710467875696,1,1581975709301,1581975709305,3293.2903225806454,3143.6612903225805
reseller,0.5935800546835807,1,1581975708505,1581975708511,3299.1111111111113,3151.7619047619046
reseller,0.6611788630964346,1,1581975708243,1581975708249,3308.84375,3163.703125
reseller,0.2481144825019227,1,1581975708220,1581975708225,3318.630769230769,3175.646153846154
reseller,0.2830652111460012,2,1581975710856,1581975710859,3318.4545454545455,3177.590909090909
reseller,0.15310367551422915,2,1581975710659,1581975710664,3321.223880597015,3182.3880597014927
reseller,0.549972981184319,1,1581975711620,1581975711625,3309.8382352941176,3172.970588235294
reseller,0.6292815126250116,1,1581975711939,1581975711943,3294.1739130434785,3159.231884057971
reseller,0.39177368312929783,3,1581975711447,1581975711452,3285.9857142857145,3152.9
reseller,0.28604443972812676,1,1581975711389,1581975711394,3278.845070422535,3147.56338028169
reseller,0.9358892079488712,1,1581975713491,1581975713496,3270.4583333333335,3140.9305555555557
reseller,0.528428373036614,1,1581975713963,1581975713967,3255.8356164383563,3128.027397260274
reseller,0.5206858917269461,2,1581975713314,1581975713318,3250.3783783783783,3124.2432432432433
reseller,0.5615790979513017,1,1581975712216,1581975712222,3259.7733333333335,3135.24
reseller,0.3541158732559284,1,1581975712907,1581975712912,3259.8289473684213,3136.868421052631
reseller,0.8429059870947124,1,1581975712658,1581975712664,3263.1168831168834,3141.675324675324
reseller,0.06886454296037503,1,1581975713385,1581975713388,3257.0000000000005,3137.076923076923
reseller,0.7543630036586653,1,1581975712072,1581975712077,3267.6582278481014,3149.189873417721
reseller,0.20190954335565026,1,1581975714854,1581975714857,3268.2375,3151.2124999999996
reseller,0.8262716584533759,1,1581975714151,1581975714155,3277.4938271604938,3161.8641975308637
reseller,0.38840754330257476,1,1581975714574,1581975714578,3281.3658536585367,3167.097560975609
reseller,0.5634852262492915,1,1581975715299,1581975715302,3276.409638554217,3163.4819277108427
reseller,0.7941937985315788,2,1581975715416,1581975715420,3270.2380952380954,3158.607142857142
reseller,0.019834547658658663,1,1581975714213,1581975714217,3278.3764705882354,3168.011764705882
reseller,0.5361488776441422,1,1581975715454,1581975715458,3271.8953488372094,3162.7674418604643
reseller,0.8213732838001523,1,1581975716698,1581975716703,3275.3563218390805,3167.425287356321
reseller,0.10336091240423106,1,1581975717471,1581975717475,3269.965909090909,3163.2159090909086
reseller,0.02506438461012017,1,1581975716085,1581975716089,3280.2696629213483,3174.67415730337
reseller,0.06758434494180943,1,1581975717664,1581975717668,3272.8,3168.3333333333326
reseller,0.7108339193764084,2,1581975717357,1581975717362,3268.868131868132,3165.4945054945047
