9033, 9026
5085, 5076
1108, 1102
15823, 15814
13965, 13957
1626, 1620
5602, 5595
11842, 11836
11049, 11043
4246, 4241
734, 728
1357, 1350
1960, 1954
601, 596
9522, 9515
9088, 9081
3900, 3893
8331, 8324
1503, 1497
9710, 9702
20060, 18005
8237, 8230
1529, 1524
15124, 15114
8536, 8529
13695, 13686
4067, 4061
5450, 5443
7273, 7265
18090, 17774
112, 107
13329, 13321
8188, 8181
4222, 4216
7794, 7786
17378, 17365
72, 65
86, 80
9540, 9534
17924, 17917
42, 38
2841, 2836
1986, 1981
5302, 5297
5896, 5890
1594, 1589
10058, 10054
470, 465
7175, 7170
3217, 3212
5455, 5449
19372, 19366
15844, 15838
19437, 19431
7861, 7856
1114, 1108
6462, 6457
2778, 2773
18713, 18707
11707, 11703
1204, 1198
7735, 7729
12589, 12582
13683, 13677
8435, 8430
5159, 5153
5747, 5742
16503, 16497
6609, 6603
797, 792
15109, 15104
14577, 14573
19918, 19905
3486, 3482
17021, 17015
119, 114
100, 94
9336, 9331
12504, 12500
11938, 11932
16336, 16331
19431, 19426
11618, 11613
14961, 14956
395, 390
7495, 7491
9932, 9928
16765, 16760
18821, 18816
16947, 16941
5449, 5445
4892, 4887
11241, 11237
3661, 3656
4866, 4862
6830, 6825
16101, 16096
14461, 14456
1223, 1219
5539, 5536
2975, 2970
12328, 12324
9839, 9835
8774, 8769
5570, 5565
1630, 1624
2512, 2507
7482, 7478
3645, 3640
2383, 2378
13254, 13249
10900, 10894
15899, 15894
15608, 15603
17001, 16995
17467, 17462
17577, 17573
9301, 9297
729, 724
13255, 13250
6368, 6363
14714, 14708
7555, 7551
555, 550
1449, 1444
145, 141
8247, 8243
2790, 2785
8673, 8668
4088, 4083
4759, 4755
14013, 14008
8647, 8642
4629, 4625
10256, 10252
11846, 11841
11003, 10999
11574, 11569
3447, 3443
1392, 1387
6151, 6146
8053, 8048
3437, 3432
4737, 4732
16687, 16683
6334, 6329
11250, 11246
12439, 12435
14254, 14249
78, 73
86, 81
8218, 8214
8087, 8082
15769, 15764
6806, 6801
9916, 9910
2590, 2585
10510, 10506
15259, 15254
1045, 1040
16567, 16562
3998, 3993
327, 322
7997, 7993
968, 964
9886, 9881
6341, 6336
3270, 3266
2059, 2055
2468, 2464
5988, 5984
10438, 10433
10917, 10911
9016, 9012
5660, 5656
1105, 1101
17238, 17234
935, 930
9770, 9764
17769, 17765
401, 396
335, 331
18077, 18072
11894, 11889
16862, 16857
11013, 11008
11784, 11778
850, 845
14303, 14299
9711, 9706
6915, 6910
1562, 1558
15052, 15048
19646, 19642
4433, 4429
2995, 2991
1544, 1538
6697, 6692
17079, 17074
14305, 14301
18941, 18936
7335, 7330
13020, 13017
4982, 4978
18375, 18370
10481, 10478
828, 824
739, 734
16246, 16241
13845, 13840
5823, 5818
16421, 16417
803, 799
6381, 6377
18983, 18978
2937, 2932
8865, 8861
8373, 8369
9574, 9570
3618, 3613
11163, 11158
120, 116
5680, 5676
15013, 15009
1005, 1001
10101, 10097
7333, 7329
18810, 18806
17422, 17417
12676, 12671
9262, 9255
7480, 7475
11878, 11873
7589, 7584
5570, 5561
11150, 11146
14131, 14127
1766, 1762
356, 352
13803, 13798
18057, 18053
5044, 5040
6761, 6757
4352, 4347
3677, 3672
9890, 9885
12313, 12308
14371, 14366
1438, 1433
952, 949
3601, 3597
11964, 11960
4638, 4633
1675, 1670
3657, 3652
1220, 1215
18240, 18235
16716, 16711
5860, 5857
